title,artist,url,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,label
Love Me,Lil Tecca,https://open.spotify.com/track/4e0FYxSROat25pH16zMTZI,0.7190000000000001,0.5379999999999999,11,-6.897,0,0.28,0.632,0.0,0.135,0.8029999999999999,204.132,117013,4,1
Soltera,"Lunay, Daddy Yankee & Bad Bunny",https://open.spotify.com/track/1c0hsvHLELX6y8qymnpLKL,0.795,0.7829999999999999,5,-4.271,1,0.0432,0.361,0.0,0.43700000000000006,0.799,92.01,266087,4,1
The Archer,Taylor Swift,https://open.spotify.com/track/3pHkh7d0lzM2AldUtz2x37,0.292,0.574,0,-9.375,1,0.0401,0.12,0.00569,0.0663,0.166,124.344,211240,4,1
Paper Rings,Taylor Swift,https://open.spotify.com/track/4y5bvROuBDPr5fuwXbIBZR,0.8109999999999999,0.7190000000000001,9,-6.553,1,0.0497,0.0129,1.36e-05,0.0742,0.865,103.979,222400,4,1
Miss Americana & The Heartbreak Prince,Taylor Swift,https://open.spotify.com/track/214nt20w5wOxJnY462klLw,0.662,0.747,11,-6.926,0,0.0736,0.027999999999999997,0.00615,0.138,0.48700000000000004,150.088,234147,4,1
I Think He Knows,Taylor Swift,https://open.spotify.com/track/2YWtcWi3a83pdEg3Gif4Pd,0.897,0.366,0,-8.029,1,0.0569,0.00889,0.00035299999999999996,0.0715,0.41600000000000004,100.00299999999999,173387,4,1
Cornelia Street,Taylor Swift,https://open.spotify.com/track/12M5uqx0ZuwkpLp5rJim1a,0.8240000000000001,0.624,0,-9.728,1,0.0827,0.7809999999999999,0.00018899999999999999,0.1,0.248,102.012,287267,4,1
London Boy,Taylor Swift,https://open.spotify.com/track/1LLXZFeAHK9R4xUramtUKw,0.695,0.71,1,-6.638999999999999,1,0.05,0.0246,0.00010400000000000001,0.133,0.557,157.925,190240,4,1
Soon You'll Get Better,Taylor Swift Featuring Dixie Chicks,https://open.spotify.com/track/4AYtqFyFbX0Xkc2wtcygTr,0.433,0.182,0,-12.565999999999999,1,0.0641,0.907,0.0,0.12300000000000001,0.42100000000000004,207.476,201587,4,1
Death By A Thousand Cuts,Taylor Swift,https://open.spotify.com/track/2dgFqt3w9xIQRjhPtwNk3D,0.7120000000000001,0.732,4,-6.754,1,0.0629,0.45399999999999996,0.0,0.319,0.313,94.071,198533,4,1
Afterglow,Taylor Swift,https://open.spotify.com/track/1SymEzIT3H8UZfibCs3TYi,0.7559999999999999,0.449,9,-8.746,1,0.0344,0.13,0.0,0.114,0.39899999999999997,111.01100000000001,223293,4,1
False God,Taylor Swift,https://open.spotify.com/track/5hQSXkFgbxjZo9uCwd11so,0.7390000000000001,0.32,11,-10.862,0,0.239,0.736,0.000147,0.111,0.35100000000000003,79.97,200307,4,1
Daylight,Taylor Swift,https://open.spotify.com/track/1fzAuUVbzlhZ1lJAx9PtY6,0.557,0.496,0,-9.602,1,0.0563,0.8079999999999999,0.000173,0.0772,0.265,149.983,293453,4,1
Raised On Country,Chris Young,https://open.spotify.com/track/6voi5xnLs9JKmWG2oLmgDU,0.5720000000000001,0.794,2,-3.2239999999999998,1,0.0455,0.395,0.0,0.23,0.79,148.095,175595,4,1
It's Nice To Have A Friend,Taylor Swift,https://open.spotify.com/track/1SmiQ65iSAbPto6gPFlBYm,0.737,0.175,10,-9.912,1,0.0401,0.971,0.000337,0.171,0.545,70.008,150440,4,1
Never Really Over,Katy Perry,https://open.spotify.com/track/5PYQUBXc7NYeI1obMKSJK0,0.77,0.882,8,-4.792,1,0.0602,0.19399999999999998,0.0,0.316,0.385,99.991,223523,4,1
EARFQUAKE,"Tyler, The Creator",https://open.spotify.com/track/5hVghJ4KaYES3BFUATCYn0,0.5539999999999999,0.498,9,-8.866,1,0.0685,0.23,5.98e-06,0.795,0.413,79.635,190067,4,1
Clout,Offset Featuring Cardi B,https://open.spotify.com/track/59ywHNwwchG4nZJMLyxSzd,0.919,0.622,1,-7.3839999999999995,1,0.0997,0.228,4.24e-06,0.122,0.424,140.02200000000002,205803,4,1
What's The Move,Young Thug Featuring Lil Uzi Vert,https://open.spotify.com/track/3pTScODwk9tggZzmuH6xDY,0.961,0.43799999999999994,7,-7.877000000000001,1,0.31,0.0431,0.0,0.139,0.41200000000000003,124.01799999999999,251080,4,1
Just How It Is,Young Thug,https://open.spotify.com/track/5KYhIFNTp4VQUqlsbLWTTu,0.611,0.539,7,-10.617,1,0.41100000000000003,0.0485,0.0,0.127,0.627,82.766,207133,4,1
Surf,Young Thug Featuring Gunna,https://open.spotify.com/track/6igOR5QCn09zAVF2ikZjsV,0.93,0.561,0,-8.052999999999999,1,0.25,0.10099999999999999,0.0,0.0992,0.596,140.987,184093,4,1
Sup Mate,Young Thug Featuring Future,https://open.spotify.com/track/0zNHMc1cGKe4MO5rtGtKRh,0.8740000000000001,0.552,1,-7.9510000000000005,1,0.271,0.000786,0.28600000000000003,0.14400000000000002,0.521,147.043,238027,4,1
Won't Be Late,Swae Lee Featuring Drake,https://open.spotify.com/track/2sqsNXfN0HtgDEgaHXiUTa,0.915,0.588,7,-6.3020000000000005,0,0.0677,0.0824,0.000169,0.10400000000000001,0.32899999999999996,123.936,218710,4,1
Light It Up,Young Thug,https://open.spotify.com/track/41mzryVlFLlz6b1BCtJAjx,0.953,0.515,10,-8.546,1,0.0846,0.00389,0.0,0.11,0.35100000000000003,138.039,209253,4,1
Lil Baby,Young Thug,https://open.spotify.com/track/1MGWgLxUXDodD8Tw8TFppN,0.848,0.455,1,-9.568,1,0.0746,0.00252,0.0,0.11199999999999999,0.66,163.004,201893,4,1
Mac 10,Trippie Redd Featuring Lil Baby & Lil Duke,https://open.spotify.com/track/4e34Qq2lkp92egwgjacVcT,0.79,0.629,9,-7.172000000000001,1,0.138,0.179,0.0,0.35600000000000004,0.833,124.06299999999999,127742,4,1
Some Of It,Eric Church,https://open.spotify.com/track/3d1qN7AHge6BXuVPutcpI5,0.56,0.736,0,-7.306,1,0.0446,0.341,9.81e-06,0.155,0.8240000000000001,79.843,195147,4,1
Ecstasy,Young Thug Featuring Machine Gun Kelly,https://open.spotify.com/track/1yBbxDXEfr8boXM1ubvBHi,0.826,0.691,1,-6.557,1,0.129,0.000541,0.0,0.157,0.603,162.966,178240,4,1
Uno,Ambjaay,https://open.spotify.com/track/3AEgic4yp82NxMWUjHtxnO,0.978,0.47700000000000004,8,-8.158999999999999,1,0.155,0.000143,0.0,0.133,0.196,110.00200000000001,109091,4,1
Daddy,Blueface & Rich The Kid,https://open.spotify.com/track/4hanO6Du5J7QEguNHYZHmw,0.8690000000000001,0.59,11,-8.214,1,0.257,0.07,0.0,0.23600000000000002,0.479,107.934,151147,4,1
Takeaway,The Chainsmokers & ILLENIUM Featuring Lennon Stella,https://open.spotify.com/track/3g0mEQx3NTanacLseoP0Gw,0.528,0.511,3,-8.144,1,0.0324,0.126,0.0,0.10099999999999999,0.35100000000000003,100.1,209880,4,1
Happier,Marshmello & Bastille,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,0.687,0.792,5,-2.7489999999999997,1,0.0452,0.191,0.0,0.16699999999999998,0.6709999999999999,100.015,214290,4,1
Sweet But Psycho,Ava Max,https://open.spotify.com/track/3tNE4i6TBqMdyTZxHDAn9B,0.72,0.706,1,-4.718999999999999,1,0.0473,0.0684,0.0,0.166,0.62,133.002,187436,4,1
Better,Khalid,https://open.spotify.com/track/4T3fNx3CgwDRRYgmFCbD4J,0.442,0.585,0,-10.332,0,0.0964,0.0984,0.391,0.14,0.11599999999999999,97.565,229413,4,1
Going Bad,Meek Mill Featuring Drake,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc,0.889,0.496,4,-6.365,0,0.0905,0.259,0.0,0.252,0.544,86.00299999999999,180522,4,1
Talk You Out Of It,Florida Georgia Line,https://open.spotify.com/track/4qQwGRtGT7l6ckQtdPEFd4,0.6509999999999999,0.708,4,-4.791,1,0.0376,0.5820000000000001,0.0,0.0796,0.5579999999999999,119.964,202920,4,1
Gold Roses,Rick Ross Featuring Drake,https://open.spotify.com/track/4aPB8rSxGFISs0o6V2LrTy,0.581,0.642,1,-5.318,1,0.40700000000000003,0.0519,0.0,0.183,0.536,80.142,345160,4,1
Just Us,DJ Khaled Featuring SZA,https://open.spotify.com/track/0BnTBAGmr9FtYwkZrwKhwS,0.639,0.8590000000000001,9,-2.758,0,0.147,0.135,0.0,0.129,0.5660000000000001,93.132,221379,4,1
Small Talk,Katy Perry,https://open.spotify.com/track/4NmE2ytXI8S2svTRSmEdpO,0.846,0.631,5,-5.547000000000001,1,0.1,0.203,0.0,0.455,0.602,115.999,161963,4,1
Night Falls,"Dove Cameron, Sofia Carson, Booboo Stewart, Cameron Boyce, Thomas Doherty, China Anne McClain & Dylan Playfair",https://open.spotify.com/track/3doNvO8zrwzcM0PJrcn8Rb,0.72,0.87,3,-5.155,0,0.142,0.0682,0.0,0.14400000000000002,0.802,160.039,188218,4,1
Snake Skin,Trippie Redd,https://open.spotify.com/track/1usK5eLBzpQTMwDt8SR2dr,0.669,0.557,8,-8.835,0,0.0498,0.0574,0.0,0.0662,0.5529999999999999,144.043,186944,4,1
24/7,Meek Mill Featuring Ella Mai,https://open.spotify.com/track/6irE4Fbjbry3czv7mTxVSB,0.657,0.711,0,-5.355,1,0.374,0.0135,0.0,0.221,0.368,86.95700000000001,221522,4,1
Love Ain't,Eli Young Band,https://open.spotify.com/track/6uVzeU47Qzg0rrMneP5BNg,0.6,0.851,11,-4.645,1,0.0388,0.00566,9.78e-06,0.0891,0.727,98.007,186119,4,1
Sanguine Paradise,Lil Uzi Vert,https://open.spotify.com/track/3XiNC94b4Tq1xwv70sQJGN,0.7290000000000001,0.603,6,-6.736000000000001,0,0.0666,0.0948,0.0,0.113,0.207,134.972,243976,4,1
Tap,NAV Featuring Meek Mill,https://open.spotify.com/track/5rU6kDNXZLXIinFezpbWbO,0.9009999999999999,0.6759999999999999,2,-7.0329999999999995,1,0.251,0.0646,0.0,0.0863,0.452,85.01799999999999,148278,4,1
La La Land,Bryce Vine Featuring YG,https://open.spotify.com/track/4cEONREpY8NQJMuGQP95Kl,0.774,0.473,1,-5.122000000000001,0,0.0569,0.221,0.0,0.222,0.41600000000000004,97.95299999999999,177253,4,1
Que Pretendes,J Balvin & Bad Bunny,https://open.spotify.com/track/25ZAibhr3bdlMCLmubZDVt,0.639,0.7909999999999999,10,-4.4430000000000005,0,0.253,0.0275,0.0,0.36200000000000004,0.9390000000000001,92.603,222347,4,1
Single Again,Big Sean,https://open.spotify.com/track/7IP0lO9tHfNwBWZ9X6TJ84,0.635,0.677,10,-5.547999999999999,1,0.0909,0.161,0.0,0.154,0.253,94.95,213733,4,1
Worth It,YK Osiris,https://open.spotify.com/track/0PQoUlzP7ILdcrzpajHXc0,0.7490000000000001,0.535,5,-4.053999999999999,0,0.0638,0.517,0.0,0.0942,0.45899999999999996,124.008,189253,5,1
Shallow,Lady Gaga & Bradley Cooper,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,0.5720000000000001,0.385,7,-6.362,1,0.0308,0.371,0.0,0.231,0.32299999999999995,95.79899999999999,215733,4,1
Trust Issues,Drake,https://open.spotify.com/track/4Wjhj0WjkyECccfHVIgaTq,0.42100000000000004,0.539,11,-5.456,0,0.27399999999999997,0.779,0.0,0.111,0.523,89.177,281519,3,1
How About Now,Drake,https://open.spotify.com/track/4n4BflhWjCHIxrI4v7Xt9s,0.789,0.40399999999999997,1,-8.363999999999999,1,0.23,0.205,0.0,0.21899999999999997,0.47200000000000003,122.06200000000001,235566,4,1
The Motion,Drake,https://open.spotify.com/track/0Tacxc5lDJ8LwiO1pWNSl8,0.631,0.7879999999999999,4,-7.142,0,0.102,0.371,0.000317,0.10800000000000001,0.544,157.769,240957,4,1
Dreams Money Can Buy,Drake,https://open.spotify.com/track/1qyFlfPREPbRcS2BNszdYI,0.423,0.5870000000000001,6,-6.635,1,0.529,0.765,0.0,0.114,0.33,180.331,253803,4,1
Club Paradise,Drake,https://open.spotify.com/track/6MR5IBSNfDmiwnrlQpVw4w,0.33799999999999997,0.7290000000000001,6,-6.419,0,0.102,0.758,3.24e-05,0.18,0.5429999999999999,184.174,283816,4,1
Antisocial,Ed Sheeran & Travis Scott,https://open.spotify.com/track/1DhRbox3xkceP64k3JeYfW,0.716,0.823,5,-5.313,0,0.0495,0.132,0.0,0.361,0.91,151.957,161747,4,1
Fear Inoculum,Tool,https://open.spotify.com/track/39zWYYZStDgWi32sOU9AX4,0.313,0.584,7,-10.091000000000001,1,0.0415,0.000824,0.52,0.0529,0.159,87.89399999999999,620101,4,1
Days In The East,Drake,https://open.spotify.com/track/4czcw3NVLY0of5hTD7OufN,0.733,0.361,1,-11.129000000000001,1,0.135,0.348,0.000285,0.0942,0.0361,94.902,353698,4,1
Before I Let Go,Beyonce,https://open.spotify.com/track/7LikBkHerFGZ58QHVOKp1t,0.713,0.8420000000000001,6,-5.4239999999999995,0,0.0984,0.0686,0.0,0.341,0.435,102.96799999999999,240777,4,1
High Hopes,Panic! At The Disco,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom,0.579,0.904,5,-2.7289999999999996,1,0.0618,0.193,0.0,0.064,0.6809999999999999,82.014,190947,4,1
Sicko Mode,Travis Scott,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,0.8340000000000001,0.73,8,-3.714,1,0.222,0.00513,0.0,0.124,0.446,155.00799999999998,312820,4,1
Cross Me,Ed Sheeran Featuring Chance The Rapper & PnB Rock,https://open.spotify.com/track/543bCW2ruMPmxUBWirQ3MR,0.746,0.787,4,-6.372999999999999,1,0.12,0.214,0.0,0.0669,0.607,95.005,206187,4,1
Leave Me Alone,NF,https://open.spotify.com/track/3EtyEzMpfKSaoVhPunvbRV,0.722,0.741,1,-3.72,1,0.19,0.249,0.0,0.151,0.46,162.11,308652,4,1
The Search,NF,https://open.spotify.com/track/2OKo7g3KfmCt3kyLvUAL0g,0.789,0.7859999999999999,2,-4.788,1,0.297,0.596,0.0,0.0997,0.39,119.95700000000001,248040,4,1
MEGATRON,Nicki Minaj,https://open.spotify.com/track/1ZDmxwg7Lywlx68b7SsJjj,0.893,0.6409999999999999,1,-3.051,1,0.272,0.128,8.06e-05,0.086,0.7709999999999999,94.01700000000001,190747,4,1
All Day Long,Chance The Rapper Featuring John Legend,https://open.spotify.com/track/1g3ErLqysBJ5EIGdYYMWFZ,0.767,0.884,2,-3.674,1,0.161,0.027999999999999997,0.0,0.10300000000000001,0.7170000000000001,123.01,208238,4,1
Do You Remember,Chance The Rapper Featuring Death Cab For Cutie,https://open.spotify.com/track/67xBtV07CC73eFw7z5oCvU,0.606,0.655,6,-6.327999999999999,1,0.402,0.139,0.0,0.10300000000000001,0.696,159.82399999999998,236686,4,1
Calma,Pedro Capo X Farruko,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4,0.826,0.773,11,-4.218,0,0.0524,0.32299999999999995,0.0,0.14300000000000002,0.7609999999999999,126.899,238200,4,1
Cool,Jonas Brothers,https://open.spotify.com/track/7yfi8B8opXjnRh4VZnOkz9,0.6829999999999999,0.598,0,-5.487,1,0.0423,0.00873,0.0,0.156,0.62,78.969,167107,4,1
Nightmare,Halsey,https://open.spotify.com/track/340UVheS8z3ncW9TTUhAbc,0.611,0.622,9,-5.075,0,0.0734,0.0188,0.0,0.359,0.5379999999999999,146.11,231999,4,1
Rumor,Lee Brice,https://open.spotify.com/track/56eGOeSsqdg3FLxdo83TwV,0.655,0.56,9,-6.857,1,0.0486,0.7490000000000001,0.0,0.115,0.599,140.975,198440,4,1
Act Up,City Girls,https://open.spotify.com/track/3A2yGHWIzmGEIolwonU69h,0.938,0.638,8,-4.713,1,0.18899999999999997,0.0167,0.0,0.111,0.313,97.075,158332,4,1
GIRL,Maren Morris,https://open.spotify.com/track/0pGXe7umwkcCm01Ipoxp0U,0.44,0.7929999999999999,6,-3.95,1,0.0501,0.0677,0.0,0.0788,0.447,143.60299999999998,250653,4,1
Con Calma,Daddy Yankee & Katy Perry Featuring Snow,https://open.spotify.com/track/4au7FRcgZzChASRYu279xH,0.736,0.868,8,-3.01,0,0.0454,0.166,1.48e-06,0.0419,0.613,94.02600000000001,181280,4,1
Middle Child,J. Cole,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8,0.8370000000000001,0.364,8,-11.713,1,0.276,0.149,0.0,0.271,0.46299999999999997,123.984,213594,4,1
Brown Skin Girl,"Beyonce, SAINt JHN & Wizkid Featuring Blue Ivy Carter",https://open.spotify.com/track/0B3FovCVaGKS5w1FTidEUP,0.603,0.602,6,-7.082999999999999,1,0.23,0.049,0.0,0.27899999999999997,0.595,119.70299999999999,248472,5,1
Under The Sun,"Dreamville Featuring J. Cole, Lute & DaBaby",https://open.spotify.com/track/6MF4tRr5lU8qok8IKaFOBE,0.691,0.64,0,-6.441,1,0.369,0.511,0.0,0.409,0.163,138.672,202040,4,1
Mood 4 Eva,"Beyonce, JAY-Z & Childish Gambino Featuring Oumou Sangare",https://open.spotify.com/track/7oqftogUN82Q7VNy2TmTJW,0.608,0.7090000000000001,7,-6.175,1,0.374,0.11900000000000001,0.0,0.337,0.7090000000000001,105.742,272069,4,1
Pure Water,Mustard & Migos,https://open.spotify.com/track/3j84U36KvLeXNDPv4t5pI8,0.682,0.5589999999999999,0,-5.545,1,0.127,0.174,0.0,0.344,0.13699999999999998,202.015,192471,4,1
Remember The Name,Ed Sheeran Featuring Eminem & 50 Cent,https://open.spotify.com/track/0AtP8EkGPn6SwxKDaUuXec,0.852,0.6659999999999999,11,-6.922999999999999,0,0.184,0.135,0.0,0.7979999999999999,0.726,91.046,207760,4,1
Walk Me Home,P!nk,https://open.spotify.com/track/7DHApOHsIFo7EyfieArYGE,0.652,0.45299999999999996,1,-6.119,1,0.0445,0.0519,0.0,0.179,0.43200000000000005,88.038,177391,3,1
Look What God Gave Her,Thomas Rhett,https://open.spotify.com/track/2KqJC0koTBUyDlsMt5ok1V,0.7390000000000001,0.85,2,-3.966,1,0.0308,0.0272,0.0,0.18100000000000002,0.883,113.0,168960,4,1
BLOW,Ed Sheeran With Chris Stapleton & Bruno Mars,https://open.spotify.com/track/6EbduYTr62sSzvl36wWiFM,0.631,0.7959999999999999,1,-5.35,1,0.0401,0.000245,0.0115,0.38,0.596,92.469,209120,4,1
Like A Rodeo,Kane Brown,https://open.spotify.com/track/7z3dPHwGxeK4fD6fYFDwiS,0.67,0.6609999999999999,3,-6.797999999999999,0,0.0466,0.7040000000000001,0.0,0.217,0.425,119.985,201730,4,1
Spirit,Beyonce,https://open.spotify.com/track/38SueFAjT6jtFneyoQamYi,0.44299999999999995,0.406,5,-9.064,1,0.0391,0.00903,0.0,0.0979,0.0558,80.896,273120,4,1
Best Part Of Me,Ed Sheeran Featuring YEBBA,https://open.spotify.com/track/5ug4vqGZ3eisGhY1IsziNX,0.565,0.242,2,-8.367,1,0.0318,0.762,9.3e-06,0.285,0.237,81.657,243267,4,1
Wake Up,Travis Scott,https://open.spotify.com/track/20MuVazoNMv6xjKPnRFOxG,0.741,0.645,11,-5.1160000000000005,0,0.0963,0.192,0.0,0.163,0.488,149.07,231964,4,1
Eastside,"benny blanco, Halsey & Khalid",https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao,0.56,0.68,6,-7.648,0,0.321,0.555,0.0,0.11599999999999999,0.319,89.391,173800,4,1
Look Back At It,A Boogie Wit da Hoodie,https://open.spotify.com/track/3Ol2xnObFdKV9pmRD2t9x8,0.7909999999999999,0.5870000000000001,3,-5.075,0,0.0413,0.40700000000000003,0.0,0.14800000000000002,0.536,96.057,179449,4,1
Down Bad,"Dreamville Featuring JID, Bas, J. Cole, EARTHGANG & Young Nudy",https://open.spotify.com/track/36J0iaPDGbYGsHvYpaYs3k,0.7609999999999999,0.586,0,-5.367999999999999,1,0.359,0.0392,0.0,0.0558,0.7190000000000001,149.804,169147,4,1
Good As You,Kane Brown,https://open.spotify.com/track/19kUPdKTp85q9RZNwaXM15,0.634,0.516,8,-6.05,1,0.0373,0.4,0.0,0.142,0.769,153.83100000000002,192053,4,1
Costa Rica,"Dreamville Featuring Bas, JID, Guapdad 4000, Reese LAFLARE, Jace, Mez, Smokepurpp, Buddy & Ski Mask The Slump God",https://open.spotify.com/track/5WnfnSpuNEGXyEt78PBA6d,0.642,0.647,7,-6.312,0,0.428,0.517,0.0,0.0649,0.664,120.749,217867,4,1
Out The Mud,Lil Baby Featuring Future,https://open.spotify.com/track/2wZjsbwmWfNVslgV5afl1L,0.746,0.49700000000000005,1,-5.785,1,0.149,0.00944,8.6e-05,0.10099999999999999,0.25,160.05100000000002,157816,4,1
Girls Need Love,Summer Walker X Drake,https://open.spotify.com/track/14SaZBTjxlorHJQxXh01Hu,0.6559999999999999,0.43200000000000005,6,-9.481,0,0.217,0.44299999999999995,0.0,0.132,0.0897,97.022,222374,4,1
Mother's Daughter,Miley Cyrus,https://open.spotify.com/track/2WyRfGeHo97VC5mP1BBSzr,0.6809999999999999,0.865,1,-4.132,0,0.0594,0.00464,0.0016899999999999999,0.149,0.528,91.01700000000001,219080,4,1
Ocean Eyes,Billie Eilish,https://open.spotify.com/track/7hDVYcQq6MxkdJGweuCtl9,0.511,0.363,4,-7.65,0,0.040999999999999995,0.816,0.0317,0.084,0.16899999999999998,144.892,200379,4,1
Don't Check On Me,Chris Brown Featuring Justin Bieber & Ink,https://open.spotify.com/track/7ILEWkpfdK6AjH2D7jppWk,0.66,0.395,7,-5.242000000000001,1,0.0333,0.873,0.0,0.11199999999999999,0.6779999999999999,81.99700000000001,204880,4,1
Homicide,Logic Featuring Eminem,https://open.spotify.com/track/7M2tXmeS15NAzEn7ABFeBg,0.6940000000000001,0.759,10,-5.667000000000001,0,0.39799999999999996,0.13699999999999998,0.0,0.16699999999999998,0.77,140.055,245387,4,1
Please Me,Cardi B & Bruno Mars,https://open.spotify.com/track/0PG9fbaaHFHfre2gUVo7AN,0.747,0.57,1,-6.711,1,0.081,0.0642,0.0,0.0832,0.65,133.99200000000002,200890,4,1
When I Grow Up,NF,https://open.spotify.com/track/5rLyYxZNzca00ENADO9m54,0.8170000000000001,0.8140000000000001,2,-3.985,1,0.185,0.32,0.0,0.152,0.247,109.994,196800,4,1
Eyes On You,Chase Rice,https://open.spotify.com/track/5AnSllIrgGsCZzZJkVnApx,0.606,0.652,9,-6.982,1,0.0281,0.32299999999999995,0.0,0.201,0.47600000000000003,97.155,182493,4,1
Bacc At It Again,"Yella Beezy, Gucci Mane & Quavo",https://open.spotify.com/track/4m8J8neN8ol8iiqi5m1LA3,0.95,0.624,8,-5.725,0,0.168,0.00126,1.23e-06,0.0715,0.86,135.985,228186,4,1
"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS,0.726,0.5539999999999999,5,-5.29,0,0.0917,0.0421,0.0,0.106,0.335,169.99900000000002,190440,4,1
Here With Me,Marshmello Featuring CHVRCHES,https://open.spotify.com/track/5icOoE6VgqFKohjWWNp0Ac,0.7909999999999999,0.565,5,-3.9330000000000003,0,0.0439,0.0623,0.0,0.156,0.18100000000000002,99.961,156347,4,1
Love Someone,Brett Eldredge,https://open.spotify.com/track/43CFDpciGFDm226POTLEXU,0.423,0.813,9,-5.011,1,0.0507,0.218,1.62e-06,0.0732,0.42100000000000004,173.995,211720,4,1
Big Ole Freak,Megan Thee Stallion,https://open.spotify.com/track/3YEbLhXRDPTtctnb3ddg8g,0.799,0.6990000000000001,2,-7.694,1,0.204,0.00867,0.0,0.132,0.627,142.97899999999998,214851,4,1
You Stay,"DJ Khaled Featuring Meek Mill, J Balvin, Lil Baby & Jeremih",https://open.spotify.com/track/4U6ubKsTd8RBDP5tPPhh7I,0.479,0.63,7,-5.627999999999999,0,0.133,0.0314,0.0,0.073,0.22699999999999998,117.988,275276,5,1
Baila Baila Baila,Ozuna x Daddy Yankee x J Balvin x Farruko x Anuel AA,https://open.spotify.com/track/5PXsZaT8cOxb4mXrA20PMQ,0.8370000000000001,0.626,11,-5.6739999999999995,0,0.152,0.0588,0.0,0.252,0.5920000000000001,99.98700000000001,158760,4,1
Omerta,Drake,https://open.spotify.com/track/3kCwyvhvVTyehIzYN2I0nF,0.6459999999999999,0.899,6,-2.2319999999999998,1,0.298,0.0337,0.0,0.23199999999999998,0.685,164.11900000000003,219507,4,1
Summer Days,Martin Garrix Featuring Macklemore & Patrick Stump,https://open.spotify.com/track/7Feaw9WAEREY0DUOSXJLOM,0.6609999999999999,0.723,5,-6.976,0,0.0566,0.179,1.23e-05,0.14,0.316,113.77799999999999,163805,4,1
When The Party's Over,Billie Eilish,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I,0.36700000000000005,0.111,4,-14.084000000000001,1,0.0972,0.978,3.97e-05,0.0897,0.198,82.64200000000001,196077,4,1
Envy Me,Calboy,https://open.spotify.com/track/7rvyVWja33WG9R97oeJAjx,0.74,0.488,1,-7.664,0,0.27,0.23399999999999999,0.0,0.24100000000000002,0.584,149.042,120133,4,1
Miss Me More,Kelsea Ballerini,https://open.spotify.com/track/647MV7NvGdOtq5qNcDdLBL,0.643,0.708,2,-7.146,1,0.0539,0.0142,0.0,0.0834,0.461,96.039,192840,4,1
Sanctuary,Joji,https://open.spotify.com/track/3xaugmCyXrVkrDTXbFkMW3,0.552,0.65,1,-7.199,1,0.128,0.42200000000000004,0.000275,0.37200000000000005,0.316,167.78799999999998,180019,4,1
Rescue Me,Marshmello Featuring A Day To Remember,https://open.spotify.com/track/35rozLoS6QLE8HX8qswM3k,0.433,0.905,11,-2.171,1,0.10099999999999999,0.008029999999999999,0.0,0.337,0.375,148.149,237203,4,1
Te Robare,Nicky Jam X Ozuna,https://open.spotify.com/track/4PJ3umtW1aWdfh5EITHc6T,0.6729999999999999,0.752,2,-3.572,0,0.0561,0.24100000000000002,4.51e-05,0.0813,0.797,175.997,201818,4,1
Racks In The Middle,Nipsey Hussle Featuring Roddy Ricch & Hit-Boy,https://open.spotify.com/track/6ya8ejoKgw906Y8LWclqrp,0.6709999999999999,0.833,5,-5.152,0,0.395,0.0825,0.0,0.0726,0.7020000000000001,79.351,233278,4,1
Beautiful Crazy,Luke Combs,https://open.spotify.com/track/2rxQMGVafnNaRaXlRMWPde,0.551,0.402,11,-7.431,1,0.0262,0.6759999999999999,0.0,0.0928,0.382,103.31299999999999,193200,4,1
Close Friends,Lil Baby,https://open.spotify.com/track/5nzhL67GpF9szXWg5y509A,0.6759999999999999,0.578,10,-4.669,0,0.375,0.0509,0.0,0.0796,0.698,158.89600000000002,203881,4,1
Bury A Friend,Billie Eilish,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF,0.905,0.389,8,-14.505,1,0.332,0.74,0.162,0.106,0.196,120.046,193143,4,1
Put A Date On It,Yo Gotti Featuring Lil Baby,https://open.spotify.com/track/6PRh0ilIMEP1xlUHqalnkD,0.835,0.659,4,-5.696000000000001,1,0.31,0.0123,0.0,0.37200000000000005,0.579,129.93,195257,4,1
Heaven,Avicii,https://open.spotify.com/track/0vrmHPfoBadXVr2n0m1aqZ,0.5920000000000001,0.873,9,-5.65,1,0.0275,0.0715,0.00982,0.142,0.516,122.01100000000001,277262,4,1
Please Tell Me,Future,https://open.spotify.com/track/4ANFPo7dzs2DdPuONXC9bp,0.8809999999999999,0.5489999999999999,10,-5.5889999999999995,1,0.272,0.0091,0.0,0.13699999999999998,0.20199999999999999,144.019,204520,4,1
